	name	ores_score
6622	Adil Abdel Aati	C
6623	Malik Agar	Start
6624	Ali wad Hilu	Start
6625	Mirghani Alnasri	Stub
6626	Samuel Aru Bol	Start
6627	Tahani Abdalla Attia Gasmalla	Stub
6628	Ibrahim Balandiya	Stub
6629	Daud Bolad	C
6630	Ahmed Diraige	C
6631	Bishop Philip Abbas Ghaboush	Stub
6632	Zakaria Chol Gideon Gakmar	Stub
6633	Shartai Jaafar Abdel Hakam	Stub
6634	Ja'afar Abdul El Hakh	Stub
6635	Osman Kebir	Stub
6636	George Kongor Arop	Stub
6637	Saeed Madibo	Stub
6638	Amin Mekki Medani	C
6639	Jimmy Lemi Milla	Start
6640	Muhammad Sa'id al-Qaddal	C
6641	Muhammad Sharif (Kalifa)	Start
6642	Abdallahi ibn Muhammad	GA
6643	Abdel Halim Muhammad	Stub
6644	Abdul-Hamid Musa Kasha	Stub
6645	Al Taib Mustafa	Start
6646	Muhammad Nadi Pasha	Start
6647	Theophilus Ochang	Start
6648	Salih Mahmoud Osman	Start
6649	Ibrahim El-Salahi	C
6650	Santino Deng Teng	Start
6651	Simon Makwac Mayen	Stub
6652	Eliaba James Surur	Start
6653	Alhaj Adam Yousef	Stub
6654	Yusuf al-Ajab	Start
6655	Ashwin Adhin	C
6656	Caprino Alendy	Start
6657	Marinus Bee	Start
6658	Johannes Brons	Start
6659	Angelic Alihusain-del Castilho	Start
6660	Johannes Cateau van Rosevelt	Start
6661	Fred Derby	Start
6662	Rashied Doekhi	C
6663	David George Findlay	Start
6664	Olton van Genderen	C
6665	Salikin Hardjo	Start
6666	George Hindori	Start
6667	Theo Jubitana	C
6668	Sylvia Kajoeramari	Start
6669	Krishna Mathoera	Start
6670	Amar Ramadhin	Stub
6671	Sewraam Rambaran Mishre	Start
6672	Willy Soemita	Start
6673	Wim Bos Verschuur	C
6674	Saskia Walden	Start
6675	Grace Watamaleo	Start
6676	Jozef Weidmann	C
6677	Abraham Brodersson	C
6678	Thoralf Alfsson	Start
6679	Leila Ali Elmi	Stub
6680	Bengt Snivil	Stub
6681	Rudolf Fredrik Berg	Start
6682	Birger Jarl	GA
6683	Birger Brosa	Start
6684	Axel Brusewitz	Stub
6685	Nils Claëson	Stub
6686	Petrus Olai Dalekarlus	Stub
6687	Charles the Deaf	Start
6688	Christoffer Dulny	Start
6689	Klas Eklund	Start
6690	Martin Ekström	Start
6691	Nils Elowsson	Stub
6692	Folke the Fat	Stub
6693	Hans Reinhold von Fersen	Stub
6694	Clas Frietzcky	Stub
6695	Birger Furugård	Start
6696	Hemming Gadh	Start
6697	Anders Henriksson (politician)	Stub
6698	Carl P. Herslow	Stub
6699	Harald Hjärne	Stub
6700	Holmger Knutsson	Start
6701	Ida Karkiainen	Stub
6702	Albrecht Elof Ihre	Stub
6703	Gustav Kasselstrand	GA
6704	Mats Kettilmundsson	Start
6705	Per Klarberg	Stub
6706	Sture Korpi	Stub
6707	Peeter Luksep	Stub
6708	Eskil Magnusson	Start
6709	Stig Malm	Start
6710	Ture Malmgren	GA
6711	Magnus Minniskiöld	C
6712	Omar Mustafa	Start
6713	Gustaf Nyblæus (1816)	Stub
6714	Sven-Olle Olsson	Stub
6715	Vera Oredsson	Start
6716	Gabriel Gustafsson Oxenstierna	C
6717	Carl Fredrik Pechlin	Start
6718	Carl Piper	Start
6719	Filip Julius Bernhard von Platen	Stub
6720	Tomas Polus	Stub
6721	Nils Reuterholm	Stub
6722	Qristina Ribohn	Start
6723	Oliver Rosengren	Stub
6724	Karl Gustaf Scherman	Stub
6725	Erik Carlsson Sjöblad	Start
6726	Jimmy Ståhl	Stub
6727	Adolf Ludvig Stierneld	Start
6728	Gustaf Algernon Stierneld	Stub
6729	Vávra Suk	Stub
6730	Peter Sunde	C
6731	Anders Sundström	Stub
6732	August Tamm	Stub
6733	Robert Macfie Thorburn	Start
6734	Jessica Thunander	Stub
6735	Lars Törnman	Stub
6736	Gustaf af Wetterstedt	Stub
6737	Bertil Zachrisson	Stub
6738	Céline Amaudruz	Stub
6739	Beat Arnold	Start
6740	Mustafa Atici	Start
6741	Gallus Jacob Baumgartner	Start
6742	Martin Bäumle	Start
6743	Pierre François Bellot	Stub
6744	Jacqueline Berenstein-Wavre	Start
6745	Peter Bodenmann	C
6746	Ulrich Bremi	Stub
6747	Achille Casanova	Start
6748	Conradin Cramer	Start
6749	Niklaus Dachselhofer	Stub
6750	Sigmund von Erlach	Stub
6751	Heinrich Escher	Stub
6752	Johann Rudolf Faesch	Stub
6753	Peter Falck	GA
6754	Franz Rudolf Frisching	Start
6755	Urs Glutz von Blotzheim	Stub
6756	Jürg Grossen	Start
6757	Tim Guldimann	Start
6758	Georg Friedrich Heilmann	Stub
6759	Thomas Helbling	Start
6760	Eva Herzog	Start
6761	David Hess (painter)	Start
6762	Karl Otto Hunziker	Start
6763	Beat Jans	C
6764	Walter Kälin	C
6765	Frédéric-César de La Harpe	C
6766	Georgie Lamon	Stub
6767	Paul Lüönd	Stub
6768	Ferdinand Masset	Stub
6769	Frank Melloul	C
6770	Guy Mettan	Start
6771	Jakob Meyer zum Hasen	C
6772	Kurt Meyer (Lucerne)	Stub
6773	Sophie Michaud Gigon	Start
6774	Peter Ochs	Start
6775	Giovanni Orelli	Start
6776	Ludwig Pfyffer	Start
6777	Valérie Piller Carrard	Start
6778	Ital Reding the Elder	Start
6779	Jules Repond	Start
6780	Farah Rumy	Start
6781	Vinzenz Rüttimann	C
6782	Sergio Salvioni	Start
6783	Alfred Emanuel Sarasin	Stub
6784	Nicolas Théodore de Saussure	GA
6785	Peter-Josef Schallberger	Stub
6786	Josef Scherrer	Stub
6787	Guy-Olivier Segond	C
6788	André Simonazzi	Start
6789	Carlo Sommaruga	Start
6790	Niklaus Friedrich von Steiger	Stub
6791	Charles-Alexandre Steinhäuslin	Start
6792	Hansjörg Trachsel	Start
6793	Paul Usteri	Start
6794	Eric Weber	Start
6795	Johann Rudolf Wettstein	GA
6796	Karl Emil Wild	Start
6797	Louis Wyrsch	C
6798	Paul Wyss	Stub
6799	Theodor Ab Yberg	Stub
6800	Sebastian Peregrin Zwyer	Start
6801	Abdul-Aziz al-Khair	C
6802	Adil Arslan	C
6803	Mohammed Akkad	Stub
6804	Sultan al-Atrash	C
6805	Ayyash Al-Haj	GA
6806	Ghias Barakat	C
6807	Subhi Bey Barakat	Start
6808	Abdul Qader Barmada	Stub
6809	Tawfiq Bay	Start
6810	Ibrahim Biro	Start
6811	Amir al-Dandal	Start
6812	Abd al-Razzaq al-Dandashi	Start
6813	Ahmad Diyab	Stub
6814	Hadad-yith'i	C
6815	Hisham Marwah	Stub
6816	Edmond Al-Homsi	Stub
6817	Ghassan Ibrahim	Start
6818	Ihsan Al Jabri	Stub
6819	Jihad Makdissi	C
6820	Mohammad Jumah	Stub
6821	Sami al-Jundi	C
6822	Kamal al-Qassab	Stub
6823	Kamil Pasha al-Qudsi	Stub
6824	Fayez al-Khoury	Stub
6825	Mar'i Pasha al-Mallah	Start
6826	Antun Maqdisi	Start
6827	Mahmoud Ahmad Marei	Start
6828	Muhammad Talab Hilal	C
6829	Mustafa al-Siba'i	Start
6830	Shukri al-Quwatli	FA
6831	Munif Razzaz	GA
6832	Nasim al-Safarjalani	Start
6833	Salem al-Meslet	Stub
6834	Muhammad al-Sufi	C
6835	Mohammad Farouk Tayfour	Stub
6836	Liu Yongfu	C
6837	Qiu Fengjia	Start
6838	Xie Jieshi	Start
6839	Zheng Jing	C
6840	Zheng Kezang	Stub
6841	Olimzhon Boboyev	Stub
6842	Mahmadali Hayit	Start
6843	Muhiddin Kabiri	Start
6844	Bobo Makhamov	Start
6845	Maksud Ibragimov	Start
6846	Nusratullo Maksum	Stub
6847	Ghaffor Mirzoyev	Start
6848	Abduhalim Nazarzoda	Start
6849	Umarali Quvvatov	C
6850	Alim Sherzamonov	Start
6851	Shirinsho Shotemur	C
6852	Bozor Sobir	B
6853	Shukhrat Sultonov	C
6854	Nur Tabar	Stub
6855	Timothy Apiyo	Stub
6856	Maurice Henry Dorman	Start
6857	Fundikira III	Start
6858	Josephat Gwajima	Start
6859	Issa Kassim Issa	Stub
6860	Barbro Cecilia Johansson	Start
6861	Bonnah Kaluwa	Start
6862	Jeremiah Kasambala	Start
6863	Hemed Khamis	Stub
6864	Adam Kimbisa	Stub
6865	Saed Kubenea	Stub
6866	Elias John Kwandikwa	Start
6867	Theddy Ladislaus	Start
6868	Paul Makonda	Start
6869	Julie Manning	Stub
6870	Salome Joseph Mbatia	Start
6871	Ruth Hiyob Mollel	Start
6872	Albert Msando	Stub
6873	John Mwakangale	C
6874	Juma Mwapachu	Start
6875	Abdullah Mwinyi	Start
6876	Asanterabi Zephaniah Nsilo Swai	Start
6877	Mateo Qares	Stub
6878	Augustino Ramadhani	B
6879	Catherine Ruge	Start
6880	Festo Sanga	Start
6881	Mwita Waitara	Stub
6882	Akanat Promphan	Start
6883	Borwornsak Uwanno	C
6884	Chada Thaiseth	Stub
6885	Charoen Suepsaeng	Stub
6886	Chatchawal Kong-udom	Stub
6887	Chob Yodkaew	Stub
6888	Chonlanan Srikaew	Start
6889	Chuwit Chitsakul	Start
6890	Hangthong Thammawattana	C
6891	Khrong Chandawong	C
6892	Pallop Pinmanee	C
6893	Phayom Chulanont	Start
6894	Pita Limjaroenrat	C
6895	Piyabutr Saengkanokkul	Start
6896	Phraya Ratsadanupradit Mahitsaraphakdi	Stub
6897	Samak Jalikula	Stub
6898	Sang Phathanothai	Start
6899	Sereepisuth Temeeyaves	C
6900	Sodsai Rungphothong	Stub
6901	Sophon Suphapong	Stub
6902	Surangkana Wayuparb	C
6903	Teerakiat Jaroensettasin	Stub
6904	Thamanat Prompow	C
6905	Thanathorn Juangroongruangkit	GA
6906	Tiang Sirikhanth	Start
6907	Vichien Khaokham	Stub
6908	Luang Wichitwathakan	C
6909	Aliança de Araújo	Start
6910	María do Céu	Start
6911	Brigida Antónia Correia	Start
6912	Isabel da Costa Ferreira	C
6913	Albina Marçal Freitas	Start
6914	Ángela Freitas	Start
6915	Justino Mota	Start
6916	Maria da Paixão da Costa	Stub
6917	Olinda Morais	Start
6918	Manuel Magalhaes de Oliveira	Stub
6919	Alfredo Pires	Stub
6920	Nino Konis Santana	Stub
6921	José Abílio Osório Soares	Start
6922	João da Costa Tavares	C
6923	Mário Viegas Carrascalão	C
6924	Maria Terezinha Viegas	Start
6925	Kafui Adjamagbo-Johnson	Start
6926	Angèle Dola Akofa Aguigah	C
6927	Robert Ajavon	Stub
6928	Martin Aku	Stub
6929	Claude Améganvi	Stub
6930	Jacques Amouzou	Start
6931	Emmanuel Bodjollé	Stub
6932	Clément Nyaletsossi Voule	Start
6933	Cokossi	Stub
6934	Kléber Dadjo	Start
6935	Roland Kpotsra	Start
6936	Issifou Tabiou Taffa	Start
6937	Kodjo Amegnisso Tossou	Stub
6938	Mawupé Valentin Vovor	C
6939	Sani Yaya	Start
6940	Enele Maʻafu	C
6941	Viliami Tupoulahi Mailefihi Tuku'aho	C
6942	ʻUluvalu	Start
6943	Henry Alcazar	C
6944	James Biggart	C
6945	Cyrus Prudhomme David	C
6946	William Demas	Stub
6947	Gypsy (calypsonian)	Start
6948	Isaac Hope	Start
6949	Martin Joseph	Start
6950	Kenneth Lalla	Stub
6951	Emmanuel Mzumbo Lazare	C
6952	Randall Mitchell	Start
6953	Arnold Piggott	Stub
6954	David Pitt, Baron Pitt of Hampstead	C
6955	Kevin Ramnarine	Stub
6956	Sarran Teelucksingh	C
6957	Ronald Jay Williams	C
6958	Hugh Wooding	Start
6959	Habib Achour	Stub
6960	Mekki Aloui	Stub
6961	Ferjani Bel Haj Ammar	Stub
6962	Chedly Ayari	C
6963	Mahmoud Ben Ayed	C
6964	Mounir Baatour	Start
6965	Selma Baccar	C
6966	Yadh Ben Achour	Start
6967	Ahmed Ben Salah	C
6968	Leila Ben-Gacem	C
6969	Mohamed Nejib Berriche	Stub
6970	Ghazi Chaouachi	Stub
6971	Ali Chaouch	Start
6972	Mohamed Charfi	Start
6973	Mohamed Messaoud Chebbi	Stub
6974	Ahmad ibn Abi Diyaf	B
6975	Mahmoud Djellouli	Start
6976	Mohamed Salah Fliss	C
6977	Mohamed Ghannouchi	C
6978	Rached Ghannouchi	GA
6979	Sadok Ghileb	Stub
6980	Nebiha Gueddana	C
6981	Mezri Haddad	C
6982	Radhia Haddad	Start
6983	Ali Bach Hamba	Start
6984	Mohamed Hechmi Hamdi	Start
6985	Kamel Jendoubi	C
6986	Faten Kallel	Start
6987	Ibrahim Kassas	Stub
6988	Othman Kechrid	Start
6989	Omezzine Khelifa	Start
6990	Slaheddine Maaoui	Start
6991	Selma Hédia Mabrouk	GA
6992	Zouhair Maghzaoui	Stub
6993	Seifeddine Makhlouf	Stub
6994	Mohamed Masmoudi	Stub
6995	Mustapha Masmoudi	Stub
6996	Tarak Mekki	Start
6997	Ahmed Mestiri	Stub
6998	Abir Moussi	C
6999	Naceur Ben Jaâfar	C
7000	Nizar Ben Néji	Start
7001	Mahmud Qabadu	B
7002	Giuseppe Raffo	C
7003	Mustapha Saheb Ettabaa	Start
7004	Salah Farhat	C
7005	Saïda Sassi	C
7006	Béchir Sfar	GA
7007	Tahar Sfar	C
7008	Ahmed Tlili	C
7009	Imed Trabelsi	C
7010	Tahar Zaouche	Start
7011	Mohamed Larbi Zarrouk	Start
7012	Ali Zouaoui	Stub
7013	Avni Akyol	Start
7014	Ali Cenani	Start
7015	Cihan Alptekin	Stub
7016	Kadri Altay	Stub
7017	Fahrettin Altun	Start
7018	Oğuzhan Asiltürk	Start
7019	Abdulrahman Bashkan	Start
7020	Hasan Basri Güzeloğlu	Stub
7021	Tuna Bekleviç	C
7022	Cemil Bilsel	Start
7023	Metin Bostancıoğlu	Stub
7024	Burhan Belge	Stub
7025	Ahmet Çakır	Stub
7026	Sabahattin Cevheri	Stub
7027	Tuncay Dinç	Start
7028	Fatih Dönmez	Start
7029	Zeki Eker	Start
7030	Eyüp Sabri Hayırlıoğlu	Stub
7031	Ali Fidan	Start
7032	Taha Genç	Start
7033	Hafız Mehmet	C
7034	Hasan Reşit Tankut	C
7035	Suphi Nuri İleri	Stub
7036	Ali İnci	Stub
7037	Atıf Kamçıl	C
7038	Gülizar Biçer Karaca	Start
7039	Tuncer Kayalar	Start
7040	İmran Kılıç	Stub
7041	Ertuğrul Mat	Start
7042	Abdurrahman Melek	Start
7043	Mustafa Arif Deymer	Start
7044	Mustafa Baki Ersoy	Stub
7045	Memduh Oğuz	Start
7046	Saruhan Oluç	Start
7047	Fuat Necati Öncel	Start
7048	Cahit Ortaç	Stub
7049	Osman Nuri Önügören	Start
7050	Korkut Özal	Start
7051	Faik Ali Ozansoy	C
7052	Vahdettin Özkan	Start
7053	Musa Piroğlu	Start
7054	Reşit Ronabar	Stub
7055	Mustafa Sabri	C
7056	Namık Kemal Şentürk	Stub
7057	Kader Sevinc	Stub
7058	Hüseyin Sungur	Stub
7059	Hacı Garip Taner	Start
7060	Kemal Tekden	Stub
7061	Mustafa Timisi	Start
7062	Tunalı Hilmi	C
7063	Turgut Okyay	Start
7064	Ziya Uğur	Stub
7065	Suut Kemal Yetkin	Start
7066	Serdar Hüseyin Yıldırım	Stub
7067	Ahmet Reyiz Yılmaz	Start
7068	Baha Cemal Zağra	Stub
7069	Khalnazar Agakhanov	Stub
7070	Saparmyrat Batyrow	Stub
7071	Annaguly Deryayev	Stub
7072	Shamuhammet Durdylyyev	C
7073	Mammetmyrat Geldinyyazov	Stub
7074	Akmyrat Rejepow	Stub
7075	Ata Serdarov	Start
7076	Nazar Suyunov	Stub
7077	Teniku Talesi	Start
7078	Ielemia Ministry	Start
7079	Iakoba Italeli	GA
7080	Lotoala Metia	C
7081	Henry Naisali	C
7082	Falesa Pitoi	Start
7083	Second Toafa Ministry	Start
7084	Taom Tanukale	Start
7085	Telavi Ministry	Start
7086	Fiatau Penitala Teo	Start
7087	Solofa Uota	Stub
7088	Ssendi Mosh Afrikan	Start
7089	Apollo Ofwono	Stub
7090	Christine Apolot	Start
7091	Florence Akiiki Asiimwe	Start
7092	Charles Ayume	Start
7093	Edith Mary Bataringaya	GA
7094	Flavia Rwabuhoro Kabahenda	Start
7095	John Kabaireho	Stub
7096	Joseph Kabuleta	C
7097	Apollo Kaggwa	C
7098	Michael Kawalya Kagwa	Stub
7099	Robert Mugabe Kakyebezi	Start
7100	Paulo Kavuma	Stub
7101	Patrick Kayemba	Stub
7102	Daniel Kidega	Start
7103	Yabezi Kiiza	Stub
7104	Pumla Kisosonkole	Start
7105	Annie Logiel	C
7106	James Mamawi	Stub
7107	Jack Maumbe Mukhwana	Start
7108	Willy Mayambala	Start
7109	Kibirige Mayanja	Start
7110	Tamale Mirundi	Start
7111	Moses Okot Jr	Stub
7112	Mathias Mpuuga	Start
7113	Mary Mugyenyi	Stub
7114	Isaac Mulindwa	Start
7115	Besueri Kiwanuka Lusse Mulondo	Stub
7116	Victoria Mwaka	Start
7117	Fred Mwesigye	Start
7118	Faridah Nambi	Start
7119	Ndyomugyenyi Roland Bish	Start
7120	Asinansi Nyakato	Start
7121	Geoffrey Onegi Obel	Start
7122	Onegi Obel	Start
7123	James Obita	Stub
7124	Amos Okot	Stub
7125	Bosmic Otim	Start
7126	Ricky Richard Anywar	Start
7127	Ruth Molly Lematia	Start
7128	Eric Sakwa	Stub
7129	Sitenda Sebalu	Stub
7130	Wilson Tumwine	Stub
7131	Sarah Nambozo Wekomba	Start
7132	Oleksiy Arestovych	Stub
7133	Oleh Barna	Stub
7134	Alexander Barybin	Start
7135	Andriy Beshta	Stub
7136	Yurii Biriukov (volunteer)	GA
7137	Ivan Bisyuk	Stub
7138	Ihor Brusylo	Start
7139	Maksym Buzhanskyi	Start
7140	Vyacheslav Chaus	Start
7141	Dmytriy Leonidovich Cherniavskiy	Stub
7142	Ihor Dolhov	Start
7143	Anatoliy Fedorchuk	Start
7144	Ivan Gel	Stub
7145	Izet Hdanov	Start
7146	Valeriy Holovko	Start
7147	Oleksandr Honcharenko	C
7148	Borys Hrinchenko	C
7149	Igor Zhovkva	Stub
7150	Stepan Ivakhiv	Start
7151	Andrey Vladimirovich Ivanchuk	Start
7152	Konstantin Ivashchenko	Start
7153	Vasily Karazin	C
7154	Dmytro Kashchuk	Start
7155	Ihor Kharchenko	Start
7156	Klitschko brothers	GA
7157	Roman Kostenko	Start
7158	Mykola Kulinich	Start
7159	Volodymyr Kuratchenko	Start
7160	Vitalii Kurylo	C
7161	Anatolii Kutsevol	C
7162	Ihor Kyzym	Start
7163	Hennadiy Lahuta	Stub
7164	Andriy Maryanovych Levus	Start
7165	Ivan Lypa	Start
7166	Arnold Margolin	C
7167	Oleh Meidych	Start
7168	Oleksandr Motsyk	C
7169	Volodymyr Mulyava	Stub
7170	Oleh Kulinich	GA
7171	Oleksii Dniprov	C
7172	Vyacheslav Ovechkin	Start
7173	Mykhailo Podolyak	C
7174	Vasyl Poraiko	Start
7175	Mykhailo Reznik	Start
7176	Mykola Riabovil	Stub
7177	Roman Mashovets	Start
7178	Mykola Romanyuk	Start
7179	Viacheslav Rublyov	Start
7180	Oleksandr Ruzhytskyi	Start
7181	Ihor Sahach	Start
7182	Volodymyr Saldo	GA
7183	Volodymyr Serhiychuk	Start
7184	Oleh Shamshur	Start
7185	Serhiy Shefir	Start
7186	Volodymyr Stelmakh	Start
7187	Ivan Steshenko	Start
7188	Viacheslav Suprunenko	Start
7189	Taras Tarasenko	Start
7190	Tamila Tasheva	Start
7191	Sergei Timchenko	Start
7192	Volodymyr Tsvil	C
7193	Volodymyr Tyahlo	Start
7194	Kyrylo Tymoshenko	C
7195	Evgeniy Udod	Start
7196	Andriy Veselovsky	Start
7197	Dmytro Vorona	Start
7198	Mykola Yankovsky	C
7199	Alla Yaroshinskaya	C
7200	Kostiantyn Yastrub	Stub
7201	Anatoliy Zasukha	Start
7202	Natalya Zemna	Start
7203	Vitaly Zholobov	Start
7204	Abdullah Omran Taryam	Start
7205	Jouan Salem Al Dhaheri	Start
7206	Hassan al Diqqi	C
7207	Rashid Ahmad bin Fahad	Stub
7208	Mohammad Al Gergawi	Start
7209	Saqr Ghobash	Stub
7210	Hamdan bin Mohammed Al Nahyan	Stub
7211	Mohammed Khalfan Bin Kharbash	Stub
7212	Ahmed bin Rashid Al Maktoum	Start
7213	Ahmed bin Saeed Al Maktoum	C
7214	Hamdan bin Rashid Al Maktoum	C
7215	Maktoum bin Rashid Al Maktoum	C
7216	Mohammed bin Khalifa Al Maktoum	Stub
7217	Mohammed bin Rashid Al Maktoum	GA
7218	Saeed bin Maktoum bin Hasher Al Maktoum	GA
7219	Hawaa Al Mansoori	GA
7220	Sultan bin Saeed Al Mansoori	Start
7221	Mansour bin Zayed Al Nahyan	GA
7222	Abdulla bin Touq Al Marri	C
7223	Mohammed bin Saud Al Qasimi	Start
7224	Abdullah bin Zayed Al Nahyan	C
7225	Hamdan bin Zayed bin Sultan Al Nahyan	C
7226	Hamed bin Zayed Al Nahyan	C
7227	Khaled bin Mohamed Al Nahyan	C
7228	Mohammed bin Khalifa bin Zayed Al Nahyan	Stub
7229	Mohamed bin Zayed Al Nahyan	B
7230	Nahyan bin Mubarak Al Nahyan	C
7231	Saeed bin Zayed Al Nahyan	C
7232	Shakhbut bin Sultan Al Nahyan	Start
7233	Sultan bin Zayed bin Sultan Al Nahyan	Start
7234	Rashid Abdullah Al Nuaimi	Start
7235	Saqr bin Zayed Al Nahyan	Stub
7236	Mohammed Hussein Al Shaali	Stub
7237	Abdulaziz Nasser Al Shamsi	Start
7238	Ahmed Bin Khalifa Al Suwaidi	Stub
7239	Taryam Omran Taryam	Start
7240	Ahmad Al Tayer	Stub
7241	Luis Almagro	GA
7242	José Gervasio Artigas	C
7243	Artigas Barrios	Stub
7244	Sebastián Bauzá	Start
7245	Mónica Bottero	Start
7246	Jorge Bruni	Stub
7247	Guillermo Chifflet	Stub
7248	Guillermo Domenech	Start
7249	Lorenzo Antonio Fernández	Stub
7250	Pedro Figari	C
7251	Liliam Kechichián	Start
7252	Dámaso Antonio Larrañaga	Stub
7253	Juan Francisco Larrobla	Stub
7254	Eduardo Lorier	Stub
7255	Hector Luisi	Stub
7256	Guido Manini Ríos	C
7257	Isidoro de María	Stub
7258	Luis Melián Lafinur	Start
7259	Eudoro Melo	Stub
7260	Antonio Mercader	Start
7261	Pablo Mieres	Start
7262	José Benito Monterroso	Stub
7263	Tristán Narvaja	Start
7264	Gonzalo Nin Novoa	Stub
7265	Edgardo Novick	Stub
7266	María Inés Obaldía	Start
7267	Yamandú Orsi	Stub
7268	José Brito del Pino	C
7269	Enrique Pintado	Stub
7270	Carlos Pita (politician)	Start
7271	Carlos Quijano	Stub
7272	Laura Raffo	C
7273	José Rondeau	Start
7274	Elbio Rosselli	Stub
7275	Florencio Sánchez	C
7276	José Pedro Varela	Stub
7277	Pedro Vaz (diplomat)	Stub
7278	Mateo Vidal	Stub
7279	Jorge Zabalza	Start
7280	Ikhtiyor Abdullayev	Start
7281	Adham Ahmedbaev	Start
7282	Abdusalom Azizov	Start
7283	Uktam Barnoev	Start
7284	Sa'dulla Begaliyev	Stub
7285	Rustam Inoyatov	Start
7286	Rashid Kadyrov	C
7287	Karim Kamalov	Start
7288	Tatyana Karimova	C
7289	Bakhodir Kurbanov (general)	Start
7290	Jahangir Mamatov	C
7291	Boʻritosh Mustafoyev	Stub
7292	Narzullo Oblomurodov	Start
7293	Baxtiyor Rahimov	Start
7294	Bekjon Rakhmonov	Start
7295	Bakhodir Khan Turkistan	B
7296	Vincent Lunabek	Stub
7297	President of Vanuatu	Start
7298	Seule Simeon	Stub
7299	Jimmy Stevens (politician)	Start
7300	Dinh Van Than	C
7301	Fernando Adames Torres	Start
7302	Fidel Barbarito	Stub
7303	Marialbert Barrios	Stub
7304	Pedro Bastidas	Start
7305	Alejandra Benítez	Start
7306	José Brito (politician)	Start
7307	Rubén González Cárdenas	C
7308	José Curiel	Stub
7309	Felix Díaz Ortega	Start
7310	Vicente José Gregorio Díaz Silva	Stub
7311	Alí Domínguez	C
7312	Franklyn Duarte	Start
7313	Alberto Franceschi	Start
7314	Arnoldo Gabaldón	C
7315	Evangelina García Prince	Stub
7316	Vladimir Augusto Gessen Rodríguez	Stub
7317	César González Martínez	C
7318	Luis Graterol Caraballo	Start
7319	Liborio Guarulla	C
7320	Maryann Hanson	Stub
7321	Reinaldo Iturriza	Stub
7322	Andrés Izarra	Start
7323	José Bernabé Gutiérrez	Start
7324	Reinaldo Leandro Mora	Start
7325	Carlos Augusto León	Start
7326	Ramón Lobo (economist)	Start
7327	Manuel Quevedo	Stub
7328	María Cristina Iglesias	Stub
7329	Jorge Elieser Márquez	Start
7330	Américo Martín	Stub
7331	Nelson Martínez (politician)	Stub
7332	Carlos Mata Figueroa	Stub
7333	Manuel Antonio Matos	Start
7334	Ricardo José Menéndez Prieto	Start
7335	Nelson Merentes	Start
7336	Francisco de Miranda	B
7337	Diego Alfredo Molero Bellavia	Stub
7338	Venancio Antonio Morin	Stub
7339	Reinaldo Muñoz Pedroza	Stub
7340	Dia Nader de El-Andari	Start
7341	Moisés Naím	C
7342	Freddy Ñáñez	Stub
7343	Ana Elisa Osorio	Start
7344	Renny Ottolina	C
7345	Alejandro Peña Esclusa	C
7346	Miguel Peña (politician)	Stub
7347	Lewis Pérez	Start
7348	Arkiely Perfecto	Start
7349	Eduardo Piñate	Start
7350	Humberto Prado	Start
7351	Omar Prieto	Start
7352	Benjamín Rausseo	Start
7353	Manuel Felipe Rugeles	Stub
7354	Milena Sardi de Selle	Stub
7355	Carlos Eduardo Stolk	Start
7356	Bolivia Suárez	Stub
7357	Gustavo Tarre	C
7358	José Herrera Uslar	Start
7359	Addy Valero	Start
7360	José Antonio Velutini	Start
7361	Henry Ventura	Stub
7362	Nervis Villalobos	C
7363	Bùi Tiến Dũng (politician)	Stub
7364	Chu Văn An	Start
7365	Đinh Xuân Quảng	B
7366	Kiem Do	Start
7367	Đỗ Quang Giai	C
7368	Hồ Đắc Điềm	Stub
7369	Hồ Văn Nhựt	C
7370	Hoàng Cao Khải	Stub
7371	Hoang Van Chi	C
7372	Huỳnh Văn Cao	Start
7373	Lê Minh Hương	Stub
