	name	ores_score
5855	Alexander Tarasov	GA
5856	Sergei Ivanovich Tiulpanov	Stub
5857	Kirill Tomashevich	Stub
5858	Sergey Tsoy	Stub
5859	Alexander Turgenev	Start
5860	Alipasha Umalatov	Stub
5861	Dimitry Vasiliev	Start
5862	Aleksandr Verkhovsky	Start
5863	Sergey Verlin	Stub
5864	Aleksandr Voloshin	Start
5865	Lola Voronina	Stub
5866	Oleg Vyugin	Start
5867	Vasily Yakemenko	Start
5868	Vladimir Yakunin	C
5869	Mikhail Yefremov (politician)	Start
5870	Nikolai Yegorov (politician)	Stub
5871	Valentin Yumashev	Start
5872	Igor Yusufov	Start
5873	Vadim Zagladin	Start
5874	Yury Zaostrovtsev	Stub
5875	Vladimir Zaytsev	Stub
5876	Valery Zorkin	C
5877	Jacques Bihozagara	Start
5878	Francois Habitegeko	Stub
5879	Soraya Hakuziyaremye	Start
5880	Emmanuel Havugimana	C
5881	Jean de Dieu Rurangirwa	Stub
5882	Paul Kagame	FA
5883	Froduald Karamira	C
5884	Patrick Karegeya	GA
5885	Alexandre Lyambabaje	Start
5886	Christine Mukabunani	Stub
5887	Monique Mukaruliza	Start
5888	Thomas Nahimana	Start
5889	François Ngarukiyintwali	Stub
5890	Manasseh Nshuti	Start
5891	Bernard Ntaganda	Stub
5892	Solina Nyirahabimana	Start
5893	Tharcisse Renzaho	Start
5894	Anastase Shyaka	Stub
5895	Gatabazi Jean Marie Vianney	Start
5896	Protais Zigiranyirazo	C
5897	Ricky Skerritt	Start
5898	Sua Rimoni Ah Chong	C
5899	Le Mamea Matatumua Ata	Stub
5900	Va'aelua Eti Alesana	Start
5901	Lauaki Namulauulu Mamoe	C
5902	Tui Manuʻa Elisala	C
5903	Toleʻafoa Solomona Toʻailoa	Stub
5904	Tamaseu Leni Warren	Stub
5905	Pio Chiaruzzi	Stub
5906	Alessandro Mancini	Stub
5907	Abdullah bin Faisal Al Saud (1831–1889)	GA
5908	Faisal bin Turki Al Saud (1785–1865)	GA
5909	Khalid bin Saud Al Saud (1811–1865)	C
5910	Armand-Pierre Angrand	Stub
5911	Léopold Angrand	Stub
5912	Alioune Badara Cissé	Start
5913	Landing Badji	Stub
5914	Cheikh Abdoul Khadre Cissokho	Stub
5915	Modou Dia	Stub
5916	Youssou Diagne	Stub
5917	Ibrahima Diallo (politician)	Stub
5918	Alioune Diop	Start
5919	Cheikh Anta Diop	GA
5920	Makhtar Diop	C
5921	Ngalandou Diouf	Start
5922	Cheikh Sadibou Fall	Start
5923	Amadou Karim Gaye	Stub
5924	Abbas Gueye	Stub
5925	Aissa Mama Kane	Stub
5926	Maïmouna Kane	Stub
5927	Louis Le Gros	Stub
5928	Amadou-Mahtar M'Bow	Start
5929	Abdoul Aziz Mbaye	Start
5930	Alioune Badara M'Bengue	Stub
5931	Abdou Mbow	Stub
5932	Penda Mbow	Start
5933	Mamadou Bamba Ndiaye	Stub
5934	Ndioro Ndiaye	Start
5935	Khalilou Sall	Stub
5936	Alioune Sarr	C
5937	Assane Seck	Stub
5938	Léopold Sédar Senghor	GA
5939	Louis Jacques Senghor	Stub
5940	Fatimata Seye Sylla	Start
5941	Ousmane Sonko	C
5942	Moustapha Sourang	Start
5943	Branislav Andjelić	C
5944	Vasilije Antonić	Stub
5945	Sava Bjelanović	Start
5946	Radmilo Bogdanović	C
5947	Milenko Bojanić	Stub
5948	Miloš Bojović (born 1938)	Start
5949	Stojan Bošković	C
5950	Dragoslav Ćirković	Stub
5951	Jovan Ćirković	Start
5952	Dobrica Ćosić	C
5953	Branislav Crnčević	Start
5954	Dimitrije Davidović	C
5955	Jovan Dejanović (politician)	Stub
5956	Stojimir Dobrosavljević	Stub
5957	Petar Dobrović	Start
5958	Đura Dokić	Start
5959	Panta Draškić	Start
5960	Milorad Drašković	Start
5961	Jovan Dučić	C
5962	Milica Đurđević Stamenkovski	Start
5963	Željko Fajfrić	Stub
5964	Jevrem Grujić	C
5965	Branislav Ikonić	Stub
5966	Jovan Ilić	Start
5967	Vlada Ilić	GA
5968	Trivo Inđić	Start
5969	Antonije Isaković	Stub
5970	Golub Janić	Start
5971	Đurica Jojkić	Stub
5972	Dragić Joksimović	Stub
5973	Dragutin Jovanović-Lune	Start
5974	Dragan Jovanović (Yugoslav politician)	Stub
5975	Ljubomir Jovanović	Start
5976	Stevan Knićanin	C
5977	Milan Komnenić	Start
5978	Josif Kostić	Stub
5979	Drago Kovačević	Start
5980	Milan Kovačević	Start
5981	Bogoljub Kujundžić	Start
5982	Ognjen Kuzmanović	Stub
5983	Panta Lunjevica	Stub
5984	Čedomir Marjanović	Stub
5985	Svetozar Marković	C
5986	Dobrica Matković	Stub
5987	Branko Mikašinović (politician)	Stub
5988	Miroslava Milenović	Start
5989	Stevan Milosavljević	Start
5990	Jevrem Nenadović	Start
5991	Radovan Ničić	Stub
5992	Đorđe M. Pavlović	Stub
5993	Medo Pucić	C
5994	Stanko Radmilović	Start
5995	Zoran Radojičić	Start
5996	Miljko Radonjić	Stub
5997	Miloš Radosavljević (politician)	Stub
5998	Žika Rafajlović	Start
5999	Mita Rakić	Start
6000	Dušan Salatić	Stub
6001	Aleksandar Sandić	C
6002	Miloš Savčić	FA
6003	Arsenije Sečujac	Start
6004	Stojan Simić	Start
6005	Milan Smiljanić (priest)	Start
6006	Dragi Stamenković	Stub
6007	Jovica Stanišić	GA
6008	Tenka Stefanović	Stub
6009	Dragiša Stojadinović	C
6010	Savo Štrbac	Start
6011	Jovan Subotić	C
6012	Ilija Šumenković	Start
6013	Ranko Tajsić	Start
6014	Teodosije Maričević	Start
6015	Mirko Tepavac	Stub
6016	Vasilije Trbić	C
6017	Miloš Trifunović (politician)	GA
6018	Miloš Trivunac	Start
6019	Dimitrije Tucović	C
6020	Jovan Valenta	Start
6021	Aleksandar Vasić (politician)	Stub
6022	Dragan Velikić	Stub
6023	Jovan Veselinov	Stub
6024	Đorđe Vojnović	Stub
6025	Milorad Vučelić	Start
6026	Gavro Vučković Krajišnik	Start
6027	Milija Zdravković	Stub
6028	Dušan Zelenbaba	Start
6029	Nebojša Zelenović	Start
6030	Petar Živković	Start
6031	Usame Zukorlić	Start
6032	Charles Bastienne	Stub
6033	Wallace Cosgrow	Stub
6034	Didier Dogley	Stub
6035	Errol Fonseka	Stub
6036	Joel Morgan	Stub
6037	Satya Naidu	Start
6038	T. J. Alldridge	Stub
6039	John Amadu Bangura	C
6040	Arnold Jonathan Bishop-Gooding	Start
6041	Christopher Okoro Cole	Start
6042	Moinina Fofana	Stub
6043	Isatu Fofanah (politician)	Stub
6044	David J. Francis (politician)	C
6045	Momoh Gulama	Start
6046	Mohamed Wurie Jalloh	Stub
6047	Henry M. Joko-Smart	Start
6048	Andrew Juxon-Smith	Stub
6049	Sunkari Kabba-Kamara	Start
6050	Yahya Kanu	Start
6051	Edward Kargbo	Stub
6052	Momodu Kargbo	Stub
6053	Danda Mohamed Kondeh	Stub
6054	David Lansana	C
6055	Henry Josiah Lightfoot Boston	Start
6056	Émile F. Luke	Stub
6057	Henry O. Macauley	Stub
6058	Alie Badara Mansaray	Stub
6059	Mohamed Kamarainba Mansaray	C
6060	Solomon Musa	Start
6061	Thomas Peters (revolutionary)	C
6062	Bai Kelfa Sankoh	Stub
6063	Tinga Seisay	C
6064	Solomon Athanasius James Pratt	Stub
6065	Valentine Strasser	C
6066	Alpha Timbo	Start
6067	Andrew Kuan	Start
6068	Lim Han Hoe	C
6069	Ooi Boon Ewe	Start
6070	Rudolf Filkus	Stub
6071	Ján Francisci-Rimavský	C
6072	Jozef Gregor-Tajovský	C
6073	Milan Haborák	Start
6074	Ivan Hopta	Stub
6075	Jozef Miloslav Hurban	C
6076	Ján Kollár	C
6077	Ivan Lesay	GA
6078	Ivan Lexa	Start
6079	Ján Lunter	Start
6080	Štefan Osuský	C
6081	Gabriel Palacka	Start
6082	Simona Petrík	C
6083	Julián Šimko	Stub
6084	Jozef Sivák	Stub
6085	Radovan Sloboda (politician)	Start
6086	Ľudovít Štúr	B
6087	Jaroslav Svěchota	Start
6088	8th National Assembly of Slovenia	B
6089	Viktor Avbelj	Stub
6090	Josef Anton Barbo von Waxenstein	Start
6091	Joseph Emanuel Barbo von Waxenstein	Start
6092	Tatjana Bobnar	Start
6093	József Borovnyák	Stub
6094	Klemen Boštjančič	Start
6095	Uroš Brežan	Start
6096	Ivan Cankar	C
6097	Jože P. Damijan	GA
6098	Lambert Ehrlich	GA
6099	Emilija Stojmenova Duh	Start
6100	Sanja Ajanovič Hovnik	Start
6101	Johann Nepomuk Hradeczky	Start
6102	Božidar Jakac	C
6103	József Klekl (politician)	Start
6104	József Klekl (writer)	Start
6105	Boris Kraigher	Stub
6106	Ivan Kramberger	Start
6107	István Kühár	Stub
6108	Matija Majar	Start
6109	Andrej Marinc	Stub
6110	Mark Boris Andrijanič	Start
6111	Drago Marušič	Start
6112	Matej Arčon	Start
6113	Anton Novačan	Start
6114	Igor Papič	Stub
6115	Dominika Švarc Pipan	Start
6116	Jože Podgoršek	Stub
6117	Dušan Šinigoj	Stub
6118	Matija Škerbec	B
6119	Alenka Smerkolj	Start
6120	Janko Smole	Stub
6121	Franc Snoj	Stub
6122	Patricija Šulin	Stub
6123	József Szakovics	Start
6124	Vilmos Tkálecz	Stub
6125	Ludvik Toplak	Start
6126	Asta Vrečko	Start
6127	Valentin Zarnik	Stub
6128	Janez Zemljarič	Stub
6129	Nestor Ghiro	Stub
6130	John Dean Kuku	Stub
6131	Doreen Kuper	Start
6132	Eric Lawson (politician)	Start
6133	John Maneniaru	Stub
6134	Andrew Manepora	Stub
6135	Julian Moti	C
6136	Bartholomew Parapolo	Stub
6137	Daniel Suidani	Start
6138	Anthony Veke	Stub
6139	Joseph Waleanisia	Stub
6140	Ajilon Jasper Nasiu	Stub
6141	Hassan Adan Wadadid	Start
6142	Raqiya Haji Dualeh Abdalla	C
6143	Mohamoud Diriye Abdi Joof	Stub
6144	Abdihakim Luqman	Stub
6145	Abdillahi Fadal Iman	Stub
6146	Ahmed Abdisalam Adan	C
6147	Abukar Umar Adani	Stub
6148	Abshir Aden Ferro	C
6149	Aden Isaq Ahmed	Start
6150	Abdulahi Ahmed Afrah	Stub
6151	Agalule	Stub
6152	Ahmed Abdi Mohamed	C
6153	Abdirahman Ahmed	Stub
6154	Abdullahi Mohamed Ali	Start
6155	Ahmed Ibrahim Artan	Start
6156	Awad Ahmed Ashareh	Stub
6157	Abdirahman Aw Ali Farrah	Start
6158	Ali Abdi Aware	Stub
6159	Abdurahman Abdullahi Baadiyow	Start
6160	Bashir Bililiqo	Stub
6161	Abdinuur Biindhe	Stub
6162	Hussein Hagi Bood	Stub
6163	Abdi Hassan Buni	Start
6164	Dahir Mohamud Gelle	Stub
6165	Abdikarin Dahir	Stub
6166	Abdikarim Dhaaye	Stub
6167	Ali Dhere	Stub
6168	Ahmed Farah Dualeh	Stub
6169	Mohamed Omar Dubad	Start
6170	Osman Dubbe	Start
6171	Mohamed Ali Facaye	Stub
6172	Abdulcadir Gabeire Farah	B
6173	Abdulrahim Abby Farah	C
6174	Ahmed Moalim Fiqi	Start
6175	Mohamud Abdi Gaab	Stub
6176	Ahmed Gacmayare	Stub
6177	Garaad Abdulahi Garaad Soofe	Start
6178	Garab-Yare	Stub
6179	Jama Mohamed Ghalib	Start
6180	Ahmed Mohamed Gulaid	Stub
6181	Yusuf Ahmed Hagar Dabageed	Start
6182	Zakaria Mohamed Haji-Abdi	Start
6183	Anisa Hajimumin	Start
6184	Abdulkadir Abdi Hashi	Start
6185	Mohamed Ali Hassan	Stub
6186	Zakia Hussein	Stub
6187	Abdirahman Haji Aden Ibbi	Stub
6188	Ibraahim Guure	Stub
6189	Ibrahim Megag Samatar	Start
6190	Hanifa Mohamed Ibrahim	Stub
6191	Ahmed Mohamed Iman	Stub
6192	Ibrahim Artan Ismail	Stub
6193	Mohamed Sheikh Ismail	Start
6194	Yusuf Mohamed Ismail	Start
6195	Abdihamid Sheikh Abdisalam Isse	Stub
6196	Ahmed Sheikh Jama	Stub
6197	Bashir Mohamed Jama	Start
6198	Farah Ali Jama	Start
6199	Hibaq Jama	Stub
6200	Mohamed Yusuf Jama	Stub
6201	Abdirahman Janaqow	Start
6202	Yusuf Hussein Jimaale	Stub
6203	Abdirizak Jurile	Start
6204	Muna Khalif	Start
6205	Mohammed Awale Liban	Stub
6206	Maslah Mohammed Siad Barre	Start
6207	Mohammed Abdullah Hassan	C
6208	Hassan Ali Mire	C
6209	Hassan Moalim	Stub
6210	Mohamed Ainanshe Guled	Start
6211	Abdinur Sheikh Mohamed	Stub
6212	Abdullahi Mohamed Nur	Stub
6213	Haji Ibrahim Nur	Stub
6214	Mohamed Nur	C
6215	Mohamed Ali Nur	GA
6216	Abdilqadir Ali Omar	Stub
6217	Musa Kassim Omar	Stub
6218	Mustafa Mohammed Omar	Start
6219	Abdirahman Dahir Osman	Stub
6220	Jama Abdullahi Qalib	Stub
6221	Djama Rabile Ghod	Start
6222	Said Mohamed Rage	Stub
6223	Ali Said Raygal	Stub
6224	Abdulkadir Sheikh Sakhawudeen	Stub
6225	Yusuf Osman Samatar	GA
6226	Mohamed Adan Saqadhi	Stub
6227	Aden Saran-Sor	Stub
6228	Ali Sheegow	Stub
6229	Said Hassan Shire	Stub
6230	Mohamud Siraji	C
6231	Hawo Tako	Stub
6232	Khalif Mumin Tohow	Start
6233	Abdi Mohamed Ulusso	Stub
6234	Omar Ismail Waberi	Stub
6235	Deqa Yasin	Start
6236	Deeq Sulaiman Yusuf	Start
6237	Mohamoud Hashi Abdi	Stub
6238	Muse Bihi Abdi	C
6239	Abdilahi Husein Iman Darawal	Stub
6240	Abdillahi Mohamed Dahir	Stub
6241	Omar Ali Abdillahi	Stub
6242	Abdirahim Ali Ismail	Stub
6243	Mohamed Yusuf Abdirahman	Stub
6244	Abdullahi Abdi Omar	Stub
6245	Abdirahman Mohamed Abdullahi	C
6246	Ahmed Haji Ali Adami	Stub
6247	Suleiman Mohamoud Adan	Stub
6248	Zamzam Abdi Adan	Stub
6249	Ahmed Aw Dahir	Start
6250	Mohammed Ahmed Alin	Stub
6251	Mohamed Nour Arrale	Stub
6252	Abdirizak Ibrahim Mohamed Attash	Stub
6253	Bashe Awil Omar	Stub
6254	Buurmadow	Start
6255	Mohamed Abdi Dhinbil	Stub
6256	Hussein Ali Duale	Start
6257	Hussein Abdi Dualeh	Start
6258	Bashe Mohamed Farah	Stub
6259	Khadra Haji Ismail Geid	Stub
6260	Dayib Gurey	Stub
6261	Suleiman Hassan Haddi	Stub
6262	Suleiman Haglotosiye	Start
6263	Hassan Ismail Yusuf	Start
6264	Abdiaziz Hussein Hassan	Stub
6265	Hussein Mohamed Mohamoud	Stub
6266	Hassan Isse Jama	Start
6267	Abdiqani Mohamoud Jidhe	Stub
6268	Dahir Riyale Kahin	Start
6269	Mohamed Hussein Jama	Stub
6270	Ahmed Mohamed Mohamoud	GA
6271	Mohamed Ahmed Mohamud	Stub
6272	Nafisat Yusuf Mohammed	Start
6273	Ismail Haji Nour	Stub
6274	Osman Saleban Jama	Start
6275	Liban Yusuf Osman	Start
6276	Ahmed Muhammad Aden Qeybe	Stub
6277	Abdirisaq Waberi Roble	Stub
6278	Jibrell Ali Salad	Start
6279	Abdirahman Saylici	Stub
6280	Abdirahman Ahmed Ali Tuur	C
6281	Faysal Ali Warabe	C
6282	Ali Mohamed Warancadde	Stub
6283	Ahmed Yusuf Yasin	Stub
6284	Mohamed Yonis	C
6285	Ali Mohamed Yussuf	Stub
6286	Isse Ahmed Yusuf	Stub
6287	Dulton Adams	Stub
6288	Bongani Baloyi	C
6289	Henry Barrington	Start
6290	Japie Basson	Start
6291	Christiaan Frederik Beyers	Start
6292	Hendrietta Bogopane-Zulu	Start
6293	Bongani Bongo	C
6294	Henry Burton (South African politician)	Start
6295	Shaun Byneveldt	Stub
6296	Marshall Campbell	Start
6297	Geoffrey Cronjé	Stub
6298	Rowan Cronjé	C
6299	David Dichaba	Stub
6300	Stephanus Jacobus du Toit	GA
6301	Jennifer Ferguson	Start
6302	Benjamin Wesley Greenacre	Stub
6303	Owen Horwood	Start
6304	Danie Hough	Stub
6305	John William Jagger	Start
6306	Christina Jasson	Start
6307	Makhosi Khoza	Start
6308	Adam Kok III	C
6309	Cornelius Kok II	Start
6310	Joel Krige	Stub
6311	Johannes Christoffel Krogh	Start
6312	Dawid Kruiper	Start
6313	Cornelis Jacobus Langenhoven	C
6314	Maruping Lekwene	Start
6315	Lindiwe Mabuza	C
6316	Elizabeth Mafekeng	C
6317	Mmusi Maimane	GA
6318	Geoff Makhubo	C
6319	Mabel Malherbe	Start
6320	Neo Maneng	Stub
6321	Themba Maseko	Start
6322	Bandile Masuku	C
6323	Qaqambile Matanzima	C
6324	Khayelihle Mathaba	Stub
6325	Graham McIntosh	C
6326	Ntombi Lentheng Mekgwe	Stub
6327	Jan Meyer	B
6328	Clarence Mini	C
6329	Wilton Mkwayi	C
6330	Zwakele Mncwango	C
6331	Ellen Molekane	Stub
6332	Silas Molema	Start
6333	John Moodey	C
6334	Frederick Moor	Start
6335	Viola Motsumi	Start
6336	Dali Mpofu	Start
6337	Mpumi Mpofu	Stub
6338	Bongani Msomi	Stub
6339	Prema Naidoo	Start
6340	Sister Bernard Ncube	C
6341	John Nkadimeng	Start
6342	Sibongile Judith Nkomo	Stub
6343	Stafford Parker	Start
6344	Fawzia Peer	Stub
6345	Penny Penny	Start
6346	Pieter Gysbert Noodt	Stub
6347	Amichand Rajbansi	C
6348	JN Reddy (politician)	GA
6349	Zamani Saul	Start
6350	Helen Sauls-August	Stub
6351	Charles Saunders (colonial administrator)	Start
6352	Floyd Shivambu	C
6353	Archie Sibeko	C
6354	Letitia Sibeko	Start
6355	Edward Philip Solomon	Start
6356	Max Sonnenberg	Start
6357	Walter Stanford	C
6358	Richard Stuttaford	Start
6359	Michael Tellinger	Start
6360	Moses Twebe	Stub
6361	Johannes Hendrikus Viljoen	Stub
6362	Andries Waterboer	Start
6363	Nicolaas Waterboer	Start
6364	Alan Winde	GA
6365	Thuli Dladla	Stub
6366	Paul Dlamini	Stub
6367	Prince Sozisa Dlamini	B
6368	Njabulo Mabuza	Stub
6369	Themba Masuku	Start
6370	Charles Myeza	Stub
6371	Ben Nsibandze	Stub
6372	Jackson Abugo	Stub
6373	Anisia Achieng	Start
6374	Emmanuel Adil Anthony	Start
6375	Africano Mande Gedima	C
6376	Angelo Dayu Agor	Stub
6377	Morris Yel Akol	Stub
6378	Wol Akec Akol	Stub
6379	Deng Deng Akon	Stub
6380	Mayol Kur Akuei	Stub
6381	Obuch Ojwok Akuo	Stub
6382	Albino Bol	Stub
6383	Jacob Aligo	Stub
6384	Paul Malong Awan	C
6385	Ayaa Benjamin Warille	Stub
6386	Joseph Bakosoro	Stub
6387	Francis Barsan	Stub
6388	Tito Biel	Start
6389	Abraham Makoi Bol	Stub
6390	Theresa Anyuat Bola	Stub
6391	Mary Boyoi	Start
6392	Paul Lodu Bureng	Stub
6393	Cirino Hiteng Ofuho	Start
6394	Nyandeng Malek Deliech	Start
6395	Deng Deng Akuei	Stub
6396	William Deng Nhial	C
6397	Aldo Deng	Start
6398	Ronald Ruai Deng	Stub
6399	Teker Riek Dong	Stub
6400	John Malish Dujuk	Stub
6401	George Echom	Start
6402	Baptist Sabit Frances	Stub
6403	Taban Deng Gai	GA
6404	Jacob Kuwinsuk Gale	Stub
6405	Joseph Garang	Start
6406	Isaac Cleto Hassan	Stub
6407	Rezik Zechariah Hassan	Stub
6408	Sarah Cleto Hassan	Start
6409	Emmanuel Ija	Stub
6410	Aggrey Jaden	Start
6411	Chol Tong Mayay Jang	Stub
6412	Timothy Taban Juch	Stub
6413	Michael Roberto Kenyi	Stub
6414	Salva Kiir Mayardit	C
6415	Peter Bol Koang	Stub
6416	Clement Wani Konga	Stub
6417	Baba Medan Konya	Stub
6418	Kuol Deim Kuol	Stub
6419	Samson L. Kwaje	Start
6420	Felix Ladu	Stub
6421	Paterno Legge	Stub
6422	Stephen Lemi Lokuron	Stub
6423	Natisio Loluke	Stub
6424	Joseph Lual Acuil	Start
6425	Vincent Kujo Lubong	Stub
6426	Mabior Garang De-Mabior	Start
6427	Mary Karlino Madut	Stub
6428	Simon Mijok Majak	Stub
6429	Madang Majok	Stub
6430	Abraham Gum Makuach	Stub
6431	Juma Ali Malou	Stub
6432	Mary Mawai	Stub
6433	James Ajongo Mawut	Stub
6434	Peter Mayen	Stub
6435	Juliet Raphael Michael	Stub
6436	John Peter Miskin	Stub
6437	Afikaano Monday	Stub
6438	Joseph Monytuil	Stub
6439	Hellen Murshali	Stub
6440	Paulino Matip Nhial	GA
6441	Elias Waya Nyipuoc	Start
6442	Rebecca Joshua Okwaci	Start
6443	Nathaniel Oyet	Stub
6444	Joseph Nyiegele Pacifo	Stub
6445	Bona Panek	Stub
6446	Ajonye Paperture	Stub
6447	Paulino Lukudu Obede	Stub
6448	Simon Kun Puoch	Stub
6449	Patrick Raphael	Stub
6450	Richard Remo	Stub
6451	Ruben Madol Arol Kachuol	Start
6452	Adil Athanasio Surrur	Stub
6453	John Lodu Tombe	Stub
6454	Tong Akeen Ngor	Stub
6455	Dier Tong Ngor	Stub
6456	Michael Tongun	Stub
6457	James Tor Monybuny	Start
6458	Rin Tuec	Stub
6459	Efisio Kon Uguak	Stub
6460	Augustino Jadalla Wani	Stub
6461	Manasseh Lomole Waya	Stub
6462	Juma Saeed Worju	Stub
6463	Justin Yak	Stub
6464	Claro Abánades López	FA
6465	Joaquín Abarca	Stub
6466	Domingo de Acassuso	Start
6467	Pedro Acedo Penco	Stub
6468	Sofía Acedo Reyes	Start
6469	Rodolfo Aínsa	Stub
6470	Luis Alarcón de la Lastra	C
6471	Gil Álvarez Carrillo de Albornoz	C
6472	Luis Almarcha Hernández	Start
6473	Alonso III Fonseca	Start
6474	Ana Alós	Start
6475	Fadrique de Toledo, 1st Marquess of Valdueza	Start
6476	Fernando Álvarez de Toledo, 3rd Duke of Alba	C
6477	García Álvarez de Toledo y Osorio	Start
6478	García de Toledo Osorio, 6th Marquess of Villafranca	Start
6479	Pedro de Toledo Osorio, 5th Marquess of Villafranca	Start
6480	Diego de Alvear y Ponce de León	C
6481	Martín de Álzaga	C
6482	Buenaventura Carlos Aribau	Stub
6483	Manuel de Aróstegui Sáenz de Olamendi	Stub
6484	Antonio Arrúe Zarauz	FA
6485	Eduardo Asquerino	Stub
6486	Lourdes Auzmendi	Start
6487	Vicente Bacallar	C
6488	Ignacio Baleztena Ascárate	FA
6489	Atanasio Ballesteros	Stub
6490	José Baquíjano y Carrillo, Count of Vistaflorida	Start
6491	Juan Palarea y Blanes	Start
6492	Joseph Blás de Gainza	Stub
6493	Juan Antonio Bolea	Stub
6494	Gaspar de Borja y Velasco	C
6495	Francisco Tadeo Calomarde, 1st Duke of Santa Isabel	Start
6496	Blas Camacho	Stub
6497	José Manuel Campa	Start
6498	Mateu Cañellas	Start
6499	Antonio Carro Martínez	Stub
6500	Nicolás de Carvajal, Marquis of Sarria	Start
6501	Francesc de Castellví i de Vic	Stub
6502	Yaiza Castilla Herrera	Stub
6503	Juan Francisco de la Cerda, 8th Duke of Medinaceli	Start
6504	Luis Francisco de la Cerda, 9th Duke of Medinaceli	Start
6505	Ramón Chíes	Start
6506	Diego Clemencín	Start
6507	Octavio Cuartero Cifuentes	Stub
6508	Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés	Start
6509	Fernando de Parias Merry	Stub
6510	Rafael Díez de la Cortina y Olaeta	FA
6511	Teresa Domingo Segarra	Stub
6512	Juan Donoso Cortés	C
6513	Horacio Echevarrieta	C
6514	Julián Elorza Aizpuru	FA
6515	Juan de Escobedo	Start
6516	Juan Escoiquiz	Start
6517	Gaspar de Espinosa	Start
6518	Víctor Eusa Razquin	FA
6519	Carlos Fabra Carreras	C
6520	Diego Felipez de Guzmán, 1st Marquess of Leganés	C
6521	Miguel Ángel Fernández-Palacios	Start
6522	Fernando Gómez (footballer, born 1965)	C
6523	Antonio Flores de Lemus	Start
6524	Josep Fornas	Stub
6525	Chato Galante	Stub
6526	Guillermo Galeote	Stub
6527	Mar Garcia	C
6528	Álvaro Gil-Robles	Start
6529	Magda Godia	Start
6530	Juan Carlos Guerra Zunzunegui	Stub
6531	Gaspar Méndez de Haro, 7th Marquis of Carpio	C
6532	Pedro Henriquez de Acevedo, Count of Fuentes	Start
6533	Pedro de Herrera	Stub
6534	Eleazar Huerta Valcárcel	Stub
6535	Javier Imbroda	Stub
6536	Blas Infante	Start
6537	Erasmo Janer Gironella	FA
6538	Manuel Jiménez de Parga	Stub
6539	Joaquín Jiménez Hidalgo	Stub
6540	Alejandro Lamalfa	Stub
6541	Ignacio Hernando de Larramendi y Montiano	FA
6542	Bernardino León	C
6543	Hernando de Lerma	Start
6544	José Pascual de Liñán y Eguizábal	FA
6545	José Luis Liso	Stub
6546	José María Llanos	Stub
6547	Carmen Llorca	Stub
6548	Pero López de Ayala	Start
6549	Álvaro de Luna	C
6550	Juan Manuel Fernández Pacheco, 8th Duke of Escalona	Start
6551	Xabier Markiegi	Stub
6552	Marquis of Amboage	Stub
6553	Ignacio Martín Amaro	Stub
6554	Luis Méndez de Haro	Start
6555	Bernardino de Mendoza	Start
6556	Marcelino Menéndez y Pelayo	C
6557	Gabriel Milan	B
6558	Luis Minguela	Start
6559	Salvador Minguijón Adrián	FA
6560	Pep Mòdol	Stub
6561	Guillermo Morphy	C
6562	Pere Navarro Olivella	Start
6563	Juan Everardo Nithard	Start
6564	Pablo de Olavide	Start
6565	José María de Orbe y Gaytán	FA
6566	Álvaro d'Ors Pérez-Peix	FA
6567	Félix Ortega Fernández	Stub
6568	Román Oyarzun Oyarzun	FA
6569	Juan Pacheco	C
6570	Berenguer de Palou II	Start
6571	Javier María Pascual Ibañez	FA
6572	Pedro Antonio de Aragón	Start
6573	José Pellicer Gandía	Stub
6574	Juan Manuel de la Peña Bonifaz	Start
6575	Antonio Pérez (statesman)	B
6576	Antonio Victor Pildáin y Zapiáin	Stub
6577	Manuel Pizarro Moreno	Stub
6578	Luis Gabriel Portillo	Start
6579	Pablo de Porturas y Landázuri	Stub
6580	Manuel Prado y Colón de Carvajal	Start
6581	Jesús Quijano	Start
6582	Pascual Rabal Petriz	Stub
6583	Domingo Ram y Lanaja	Start
6584	Enrique Ramón Fajarnés	Stub
6585	Maria Dolors Renau	Stub
6586	Tomás Reñones	Start
6587	Luis de Requesens y Relat	Start
6588	Galceran de Requesens y Santa Coloma	Start
6589	Rafael del Riego	C
6590	Miguel Romero (activist)	Stub
6591	Julio Ruiz de Alda	Start
6592	Gabriel von Salamanca-Ortenburg	C
6593	Sampiro	C
6594	Rafael Sánchez Guerra	Stub
6595	Belén de Sárraga	C
6596	José Sisto	C
6597	Pedro Soto (politician)	Stub
6598	Juan de Tassis, 1st Count of Villamediana	B
6599	Francisco Elías de Tejada y Spínola	FA
6600	José Perelló Torrens	C
6601	Leopoldo Torres (politician)	Stub
6602	Mikel Unzalu	Stub
6603	Arantza Urkaregi	Start
6604	María Rosa Urraca Pastor	FA
6605	Fernando de Valdés y Salas	Start
6606	Mauro Varela	Stub
6607	Rodrigo Vázquez de Arce	Start
6608	Eugenio Vegas Latapie	C
6609	José Joaquín de Viana	Start
6610	Vicenç Vidal Matas	Stub
6611	Narcís Vinyoles	Start
6612	Mariano Zufía Urrizalqui	FA
6613	Sujatha Paramanathan	C
6614	Marshal Perera	Start
6615	Sirimal Wijesinghe	C
6616	Robelto Hector	Stub
6617	Eustace John	Stub
6618	Shirley Skerrit-Andrew	Stub
6619	Kenneth John	Start
6620	Gertrude Protain	C
6621	Alphonso Theodore Roberts	Start
