	article_title	article_quality	revision_id	country	population	region
6409	Emmanuel Ija	Stub	1095984007	South Sudan	10900000.0	EASTERN AFRICA
6410	Aggrey Jaden	Start	1059224881	South Sudan	10900000.0	EASTERN AFRICA
6411	Chol Tong Mayay Jang	Stub	888292366	South Sudan	10900000.0	EASTERN AFRICA
6412	Timothy Taban Juch	Stub	1058136616	South Sudan	10900000.0	EASTERN AFRICA
6413	Michael Roberto Kenyi	Stub	1087319671	South Sudan	10900000.0	EASTERN AFRICA
6414	Salva Kiir Mayardit	C	1115281646	South Sudan	10900000.0	EASTERN AFRICA
6415	Peter Bol Koang	Stub	918743234	South Sudan	10900000.0	EASTERN AFRICA
6416	Clement Wani Konga	Stub	1102830572	South Sudan	10900000.0	EASTERN AFRICA
6417	Baba Medan Konya	Stub	919549108	South Sudan	10900000.0	EASTERN AFRICA
6418	Kuol Deim Kuol	Stub	1006056090	South Sudan	10900000.0	EASTERN AFRICA
6419	Samson L. Kwaje	Start	1055834802	South Sudan	10900000.0	EASTERN AFRICA
6420	Felix Ladu	Stub	1091814441	South Sudan	10900000.0	EASTERN AFRICA
6421	Paterno Legge	Stub	1075466143	South Sudan	10900000.0	EASTERN AFRICA
6422	Stephen Lemi Lokuron	Stub	1075465380	South Sudan	10900000.0	EASTERN AFRICA
6423	Natisio Loluke	Stub	919628419	South Sudan	10900000.0	EASTERN AFRICA
6424	Joseph Lual Acuil	Start	1063289231	South Sudan	10900000.0	EASTERN AFRICA
6425	Vincent Kujo Lubong	Stub	1069101167	South Sudan	10900000.0	EASTERN AFRICA
6426	Mabior Garang De-Mabior	Start	1113657913	South Sudan	10900000.0	EASTERN AFRICA
6427	Mary Karlino Madut	Stub	1094131882	South Sudan	10900000.0	EASTERN AFRICA
6428	Simon Mijok Majak	Stub	1100729735	South Sudan	10900000.0	EASTERN AFRICA
6429	Madang Majok	Stub	930031820	South Sudan	10900000.0	EASTERN AFRICA
6430	Abraham Gum Makuach	Stub	1112713366	South Sudan	10900000.0	EASTERN AFRICA
6431	Juma Ali Malou	Stub	919560655	South Sudan	10900000.0	EASTERN AFRICA
6432	Mary Mawai	Stub	1105243093	South Sudan	10900000.0	EASTERN AFRICA
6433	James Ajongo Mawut	Stub	1093453653	South Sudan	10900000.0	EASTERN AFRICA
6434	Peter Mayen	Stub	1109187939	South Sudan	10900000.0	EASTERN AFRICA
6435	Juliet Raphael Michael	Stub	1094131128	South Sudan	10900000.0	EASTERN AFRICA
6436	John Peter Miskin	Stub	1091499255	South Sudan	10900000.0	EASTERN AFRICA
6437	Afikaano Monday	Stub	919576350	South Sudan	10900000.0	EASTERN AFRICA
6438	Joseph Monytuil	Stub	1103909978	South Sudan	10900000.0	EASTERN AFRICA
6439	Hellen Murshali	Stub	1103920974	South Sudan	10900000.0	EASTERN AFRICA
6440	Paulino Matip Nhial	GA	1109450057	South Sudan	10900000.0	EASTERN AFRICA
6441	Elias Waya Nyipuoc	Start	960248404	South Sudan	10900000.0	EASTERN AFRICA
6442	Rebecca Joshua Okwaci	Start	1078883066	South Sudan	10900000.0	EASTERN AFRICA
6443	Nathaniel Oyet	Stub	1113434840	South Sudan	10900000.0	EASTERN AFRICA
6444	Joseph Nyiegele Pacifo	Stub	929980362	South Sudan	10900000.0	EASTERN AFRICA
6445	Bona Panek	Stub	919581650	South Sudan	10900000.0	EASTERN AFRICA
6446	Ajonye Paperture	Stub	1024512303	South Sudan	10900000.0	EASTERN AFRICA
6447	Paulino Lukudu Obede	Stub	1105374820	South Sudan	10900000.0	EASTERN AFRICA
6448	Simon Kun Puoch	Stub	1032614087	South Sudan	10900000.0	EASTERN AFRICA
6449	Patrick Raphael	Stub	918739405	South Sudan	10900000.0	EASTERN AFRICA
6450	Richard Remo	Stub	1068134189	South Sudan	10900000.0	EASTERN AFRICA
6451	Ruben Madol Arol Kachuol	Start	1096745777	South Sudan	10900000.0	EASTERN AFRICA
6452	Adil Athanasio Surrur	Stub	1106626605	South Sudan	10900000.0	EASTERN AFRICA
6453	John Lodu Tombe	Stub	1075472084	South Sudan	10900000.0	EASTERN AFRICA
6454	Tong Akeen Ngor	Stub	1049724514	South Sudan	10900000.0	EASTERN AFRICA
6455	Dier Tong Ngor	Stub	1110997068	South Sudan	10900000.0	EASTERN AFRICA
6456	Michael Tongun	Stub	1080331759	South Sudan	10900000.0	EASTERN AFRICA
6457	James Tor Monybuny	Start	1005891533	South Sudan	10900000.0	EASTERN AFRICA
6458	Rin Tuec	Stub	919609346	South Sudan	10900000.0	EASTERN AFRICA
6459	Efisio Kon Uguak	Stub	1075404348	South Sudan	10900000.0	EASTERN AFRICA
6460	Augustino Jadalla Wani	Stub	1094862433	South Sudan	10900000.0	EASTERN AFRICA
6461	Manasseh Lomole Waya	Stub	1096606367	South Sudan	10900000.0	EASTERN AFRICA
6462	Juma Saeed Worju	Stub	967664366	South Sudan	10900000.0	EASTERN AFRICA
6463	Justin Yak	Stub	1110072478	South Sudan	10900000.0	EASTERN AFRICA
6464	Claro Abánades López	FA	1113779647	Spain	47400000.0	SOUTHERN EUROPE
6465	Joaquín Abarca	Stub	1033407869	Spain	47400000.0	SOUTHERN EUROPE
6466	Domingo de Acassuso	Start	1093900852	Spain	47400000.0	SOUTHERN EUROPE
6467	Pedro Acedo Penco	Stub	1084146623	Spain	47400000.0	SOUTHERN EUROPE
6468	Sofía Acedo Reyes	Start	1082213275	Spain	47400000.0	SOUTHERN EUROPE
6469	Rodolfo Aínsa	Stub	1101221364	Spain	47400000.0	SOUTHERN EUROPE
6470	Luis Alarcón de la Lastra	C	1104137934	Spain	47400000.0	SOUTHERN EUROPE
6471	Gil Álvarez Carrillo de Albornoz	C	1097643747	Spain	47400000.0	SOUTHERN EUROPE
6472	Luis Almarcha Hernández	Start	1068994303	Spain	47400000.0	SOUTHERN EUROPE
6473	Alonso III Fonseca	Start	1095942154	Spain	47400000.0	SOUTHERN EUROPE
6474	Ana Alós	Start	1101011811	Spain	47400000.0	SOUTHERN EUROPE
6475	Fadrique de Toledo, 1st Marquess of Valdueza	Start	1068945024	Spain	47400000.0	SOUTHERN EUROPE
6476	Fernando Álvarez de Toledo, 3rd Duke of Alba	C	1110129320	Spain	47400000.0	SOUTHERN EUROPE
6477	García Álvarez de Toledo y Osorio	Start	1095787511	Spain	47400000.0	SOUTHERN EUROPE
6478	García de Toledo Osorio, 6th Marquess of Villafranca	Start	1045635951	Spain	47400000.0	SOUTHERN EUROPE
6479	Pedro de Toledo Osorio, 5th Marquess of Villafranca	Start	1104843127	Spain	47400000.0	SOUTHERN EUROPE
6480	Diego de Alvear y Ponce de León	C	1109548816	Spain	47400000.0	SOUTHERN EUROPE
6481	Martín de Álzaga	C	1114852877	Spain	47400000.0	SOUTHERN EUROPE
6482	Buenaventura Carlos Aribau	Stub	988474574	Spain	47400000.0	SOUTHERN EUROPE
6483	Manuel de Aróstegui Sáenz de Olamendi	Stub	1096423662	Spain	47400000.0	SOUTHERN EUROPE
6484	Antonio Arrúe Zarauz	FA	1113779972	Spain	47400000.0	SOUTHERN EUROPE
6485	Eduardo Asquerino	Stub	1059034676	Spain	47400000.0	SOUTHERN EUROPE
6486	Lourdes Auzmendi	Start	1029806372	Spain	47400000.0	SOUTHERN EUROPE
6487	Vicente Bacallar	C	1083620426	Spain	47400000.0	SOUTHERN EUROPE
6488	Ignacio Baleztena Ascárate	FA	1114317297	Spain	47400000.0	SOUTHERN EUROPE
6489	Atanasio Ballesteros	Stub	1108477980	Spain	47400000.0	SOUTHERN EUROPE
6490	José Baquíjano y Carrillo, Count of Vistaflorida	Start	1093246879	Spain	47400000.0	SOUTHERN EUROPE
6491	Juan Palarea y Blanes	Start	1110529907	Spain	47400000.0	SOUTHERN EUROPE
6492	Joseph Blás de Gainza	Stub	993600864	Spain	47400000.0	SOUTHERN EUROPE
6493	Juan Antonio Bolea	Stub	1100828029	Spain	47400000.0	SOUTHERN EUROPE
6494	Gaspar de Borja y Velasco	C	1104699341	Spain	47400000.0	SOUTHERN EUROPE
6495	Francisco Tadeo Calomarde, 1st Duke of Santa Isabel	Start	1070343072	Spain	47400000.0	SOUTHERN EUROPE
6496	Blas Camacho	Stub	1101437075	Spain	47400000.0	SOUTHERN EUROPE
6497	José Manuel Campa	Start	1074156210	Spain	47400000.0	SOUTHERN EUROPE
6498	Mateu Cañellas	Start	1099176383	Spain	47400000.0	SOUTHERN EUROPE
6499	Antonio Carro Martínez	Stub	1104381249	Spain	47400000.0	SOUTHERN EUROPE
6500	Nicolás de Carvajal, Marquis of Sarria	Start	1098105485	Spain	47400000.0	SOUTHERN EUROPE
6501	Francesc de Castellví i de Vic	Stub	1066124922	Spain	47400000.0	SOUTHERN EUROPE
6502	Yaiza Castilla Herrera	Stub	1114401468	Spain	47400000.0	SOUTHERN EUROPE
6503	Juan Francisco de la Cerda, 8th Duke of Medinaceli	Start	1105892119	Spain	47400000.0	SOUTHERN EUROPE
6504	Luis Francisco de la Cerda, 9th Duke of Medinaceli	Start	1101260163	Spain	47400000.0	SOUTHERN EUROPE
6505	Ramón Chíes	Start	1093542725	Spain	47400000.0	SOUTHERN EUROPE
6506	Diego Clemencín	Start	1081213360	Spain	47400000.0	SOUTHERN EUROPE
6507	Octavio Cuartero Cifuentes	Stub	1096425264	Spain	47400000.0	SOUTHERN EUROPE
6508	Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés	Start	1084945739	Spain	47400000.0	SOUTHERN EUROPE
6509	Fernando de Parias Merry	Stub	1102909033	Spain	47400000.0	SOUTHERN EUROPE
6510	Rafael Díez de la Cortina y Olaeta	FA	1112390753	Spain	47400000.0	SOUTHERN EUROPE
6511	Teresa Domingo Segarra	Stub	1091720186	Spain	47400000.0	SOUTHERN EUROPE
6512	Juan Donoso Cortés	C	1106894631	Spain	47400000.0	SOUTHERN EUROPE
6513	Horacio Echevarrieta	C	1046893081	Spain	47400000.0	SOUTHERN EUROPE
6514	Julián Elorza Aizpuru	FA	1111274553	Spain	47400000.0	SOUTHERN EUROPE
6515	Juan de Escobedo	Start	1043838278	Spain	47400000.0	SOUTHERN EUROPE
6516	Juan Escoiquiz	Start	1032123165	Spain	47400000.0	SOUTHERN EUROPE
6517	Gaspar de Espinosa	Start	1068983396	Spain	47400000.0	SOUTHERN EUROPE
6518	Víctor Eusa Razquin	FA	1113527776	Spain	47400000.0	SOUTHERN EUROPE
6519	Carlos Fabra Carreras	C	1088684877	Spain	47400000.0	SOUTHERN EUROPE
6520	Diego Felipez de Guzmán, 1st Marquess of Leganés	C	1096106290	Spain	47400000.0	SOUTHERN EUROPE
6521	Miguel Ángel Fernández-Palacios	Start	1101094299	Spain	47400000.0	SOUTHERN EUROPE
6522	Fernando Gómez (footballer, born 1965)	C	1098126018	Spain	47400000.0	SOUTHERN EUROPE
6523	Antonio Flores de Lemus	Start	1069012803	Spain	47400000.0	SOUTHERN EUROPE
6524	Josep Fornas	Stub	1100828052	Spain	47400000.0	SOUTHERN EUROPE
6525	Chato Galante	Stub	1110515122	Spain	47400000.0	SOUTHERN EUROPE
6526	Guillermo Galeote	Stub	1099982046	Spain	47400000.0	SOUTHERN EUROPE
6527	Mar Garcia	C	1069863344	Spain	47400000.0	SOUTHERN EUROPE
6528	Álvaro Gil-Robles	Start	1068958543	Spain	47400000.0	SOUTHERN EUROPE
6529	Magda Godia	Start	1101223631	Spain	47400000.0	SOUTHERN EUROPE
6530	Juan Carlos Guerra Zunzunegui	Stub	1104380457	Spain	47400000.0	SOUTHERN EUROPE
6531	Gaspar Méndez de Haro, 7th Marquis of Carpio	C	1019104410	Spain	47400000.0	SOUTHERN EUROPE
6532	Pedro Henriquez de Acevedo, Count of Fuentes	Start	1103929563	Spain	47400000.0	SOUTHERN EUROPE
6533	Pedro de Herrera	Stub	1059696308	Spain	47400000.0	SOUTHERN EUROPE
6534	Eleazar Huerta Valcárcel	Stub	1069026111	Spain	47400000.0	SOUTHERN EUROPE
6535	Javier Imbroda	Stub	1109934881	Spain	47400000.0	SOUTHERN EUROPE
6536	Blas Infante	Start	1090235807	Spain	47400000.0	SOUTHERN EUROPE
6537	Erasmo Janer Gironella	FA	1107107927	Spain	47400000.0	SOUTHERN EUROPE
6538	Manuel Jiménez de Parga	Stub	1096109133	Spain	47400000.0	SOUTHERN EUROPE
6539	Joaquín Jiménez Hidalgo	Stub	1100828477	Spain	47400000.0	SOUTHERN EUROPE
6540	Alejandro Lamalfa	Stub	1098665055	Spain	47400000.0	SOUTHERN EUROPE
6541	Ignacio Hernando de Larramendi y Montiano	FA	1109395465	Spain	47400000.0	SOUTHERN EUROPE
6542	Bernardino León	C	1080860368	Spain	47400000.0	SOUTHERN EUROPE
6543	Hernando de Lerma	Start	1096116275	Spain	47400000.0	SOUTHERN EUROPE
6544	José Pascual de Liñán y Eguizábal	FA	1111270449	Spain	47400000.0	SOUTHERN EUROPE
6545	José Luis Liso	Stub	1099829902	Spain	47400000.0	SOUTHERN EUROPE
6546	José María Llanos	Stub	1114408218	Spain	47400000.0	SOUTHERN EUROPE
6547	Carmen Llorca	Stub	1084910372	Spain	47400000.0	SOUTHERN EUROPE
6548	Pero López de Ayala	Start	1096106599	Spain	47400000.0	SOUTHERN EUROPE
6549	Álvaro de Luna	C	1096639628	Spain	47400000.0	SOUTHERN EUROPE
6550	Juan Manuel Fernández Pacheco, 8th Duke of Escalona	Start	1043098967	Spain	47400000.0	SOUTHERN EUROPE
6551	Xabier Markiegi	Stub	1113721723	Spain	47400000.0	SOUTHERN EUROPE
6552	Marquis of Amboage	Stub	1086094474	Spain	47400000.0	SOUTHERN EUROPE
6553	Ignacio Martín Amaro	Stub	1103971165	Spain	47400000.0	SOUTHERN EUROPE
6554	Luis Méndez de Haro	Start	1103527874	Spain	47400000.0	SOUTHERN EUROPE
6555	Bernardino de Mendoza	Start	1114691610	Spain	47400000.0	SOUTHERN EUROPE
6556	Marcelino Menéndez y Pelayo	C	1096446601	Spain	47400000.0	SOUTHERN EUROPE
6557	Gabriel Milan	B	1065174231	Spain	47400000.0	SOUTHERN EUROPE
6558	Luis Minguela	Start	1110850781	Spain	47400000.0	SOUTHERN EUROPE
6559	Salvador Minguijón Adrián	FA	1113473296	Spain	47400000.0	SOUTHERN EUROPE
6560	Pep Mòdol	Stub	1104404965	Spain	47400000.0	SOUTHERN EUROPE
6561	Guillermo Morphy	C	1066444598	Spain	47400000.0	SOUTHERN EUROPE
6562	Pere Navarro Olivella	Start	1084603008	Spain	47400000.0	SOUTHERN EUROPE
6563	Juan Everardo Nithard	Start	1103547500	Spain	47400000.0	SOUTHERN EUROPE
6564	Pablo de Olavide	Start	1112996673	Spain	47400000.0	SOUTHERN EUROPE
6565	José María de Orbe y Gaytán	FA	1111269697	Spain	47400000.0	SOUTHERN EUROPE
6566	Álvaro d'Ors Pérez-Peix	FA	1106358929	Spain	47400000.0	SOUTHERN EUROPE
6567	Félix Ortega Fernández	Stub	1083313299	Spain	47400000.0	SOUTHERN EUROPE
6568	Román Oyarzun Oyarzun	FA	1112985729	Spain	47400000.0	SOUTHERN EUROPE
6569	Juan Pacheco	C	1050728168	Spain	47400000.0	SOUTHERN EUROPE
6570	Berenguer de Palou II	Start	1059003082	Spain	47400000.0	SOUTHERN EUROPE
6571	Javier María Pascual Ibañez	FA	1088789363	Spain	47400000.0	SOUTHERN EUROPE
6572	Pedro Antonio de Aragón	Start	1093371088	Spain	47400000.0	SOUTHERN EUROPE
6573	José Pellicer Gandía	Stub	1112951182	Spain	47400000.0	SOUTHERN EUROPE
6574	Juan Manuel de la Peña Bonifaz	Start	1110216579	Spain	47400000.0	SOUTHERN EUROPE
6575	Antonio Pérez (statesman)	B	1112055320	Spain	47400000.0	SOUTHERN EUROPE
6576	Antonio Victor Pildáin y Zapiáin	Stub	1115030339	Spain	47400000.0	SOUTHERN EUROPE
6577	Manuel Pizarro Moreno	Stub	1095965862	Spain	47400000.0	SOUTHERN EUROPE
6578	Luis Gabriel Portillo	Start	1083417528	Spain	47400000.0	SOUTHERN EUROPE
6579	Pablo de Porturas y Landázuri	Stub	1083314563	Spain	47400000.0	SOUTHERN EUROPE
6580	Manuel Prado y Colón de Carvajal	Start	1110047861	Spain	47400000.0	SOUTHERN EUROPE
6581	Jesús Quijano	Start	1083314800	Spain	47400000.0	SOUTHERN EUROPE
6582	Pascual Rabal Petriz	Stub	1110714338	Spain	47400000.0	SOUTHERN EUROPE
6583	Domingo Ram y Lanaja	Start	1103935973	Spain	47400000.0	SOUTHERN EUROPE
6584	Enrique Ramón Fajarnés	Stub	1105196034	Spain	47400000.0	SOUTHERN EUROPE
6585	Maria Dolors Renau	Stub	1110717255	Spain	47400000.0	SOUTHERN EUROPE
6586	Tomás Reñones	Start	1067962807	Spain	47400000.0	SOUTHERN EUROPE
6587	Luis de Requesens y Relat	Start	1066130983	Spain	47400000.0	SOUTHERN EUROPE
6588	Galceran de Requesens y Santa Coloma	Start	800277980	Spain	47400000.0	SOUTHERN EUROPE
6589	Rafael del Riego	C	1109697301	Spain	47400000.0	SOUTHERN EUROPE
6590	Miguel Romero (activist)	Stub	1069043798	Spain	47400000.0	SOUTHERN EUROPE
6591	Julio Ruiz de Alda	Start	1070900508	Spain	47400000.0	SOUTHERN EUROPE
6592	Gabriel von Salamanca-Ortenburg	C	1103927512	Spain	47400000.0	SOUTHERN EUROPE
6593	Sampiro	C	1095007515	Spain	47400000.0	SOUTHERN EUROPE
6594	Rafael Sánchez Guerra	Stub	1096426163	Spain	47400000.0	SOUTHERN EUROPE
6595	Belén de Sárraga	C	1085675324	Spain	47400000.0	SOUTHERN EUROPE
6596	José Sisto	C	1092505399	Spain	47400000.0	SOUTHERN EUROPE
6597	Pedro Soto (politician)	Stub	1099628635	Spain	47400000.0	SOUTHERN EUROPE
6598	Juan de Tassis, 1st Count of Villamediana	B	1091687937	Spain	47400000.0	SOUTHERN EUROPE
6599	Francisco Elías de Tejada y Spínola	FA	1112143161	Spain	47400000.0	SOUTHERN EUROPE
6600	José Perelló Torrens	C	1106097271	Spain	47400000.0	SOUTHERN EUROPE
6601	Leopoldo Torres (politician)	Stub	1103027991	Spain	47400000.0	SOUTHERN EUROPE
6602	Mikel Unzalu	Stub	1101357586	Spain	47400000.0	SOUTHERN EUROPE
6603	Arantza Urkaregi	Start	1114502991	Spain	47400000.0	SOUTHERN EUROPE
6604	María Rosa Urraca Pastor	FA	1112159572	Spain	47400000.0	SOUTHERN EUROPE
6605	Fernando de Valdés y Salas	Start	1031521862	Spain	47400000.0	SOUTHERN EUROPE
6606	Mauro Varela	Stub	1104383327	Spain	47400000.0	SOUTHERN EUROPE
6607	Rodrigo Vázquez de Arce	Start	934714696	Spain	47400000.0	SOUTHERN EUROPE
6608	Eugenio Vegas Latapie	C	1107109600	Spain	47400000.0	SOUTHERN EUROPE
6609	José Joaquín de Viana	Start	1083620763	Spain	47400000.0	SOUTHERN EUROPE
6610	Vicenç Vidal Matas	Stub	1083747578	Spain	47400000.0	SOUTHERN EUROPE
6611	Narcís Vinyoles	Start	1096424716	Spain	47400000.0	SOUTHERN EUROPE
6612	Mariano Zufía Urrizalqui	FA	1112160238	Spain	47400000.0	SOUTHERN EUROPE
6613	Sujatha Paramanathan	C	1113502682	Sri Lanka	22400000.0	SOUTH ASIA
6614	Marshal Perera	Start	1106530273	Sri Lanka	22400000.0	SOUTH ASIA
6615	Sirimal Wijesinghe	C	1101551180	Sri Lanka	22400000.0	SOUTH ASIA
6616	Robelto Hector	Stub	1103515422	St. Kitts-Nevis	100000.0	CARIBBEAN
6617	Eustace John	Stub	1079695657	St. Kitts-Nevis	100000.0	CARIBBEAN
6618	Shirley Skerrit-Andrew	Stub	1066964128	St. Kitts-Nevis	100000.0	CARIBBEAN
6619	Kenneth John	Start	1100264544	St. Vincent and the Grenadines	100000.0	CARIBBEAN
6620	Gertrude Protain	C	1014394761	St. Vincent and the Grenadines	100000.0	CARIBBEAN
6621	Alphonso Theodore Roberts	Start	1077403825	St. Vincent and the Grenadines	100000.0	CARIBBEAN
6622	Adil Abdel Aati	C	961560512	Sudan	46900000.0	NORTHERN AFRICA
6623	Malik Agar	Start	1105457485	Sudan	46900000.0	NORTHERN AFRICA
6624	Ali wad Hilu	Start	1085011367	Sudan	46900000.0	NORTHERN AFRICA
6625	Mirghani Alnasri	Stub	1059686019	Sudan	46900000.0	NORTHERN AFRICA
6626	Samuel Aru Bol	Start	919521306	Sudan	46900000.0	NORTHERN AFRICA
6627	Tahani Abdalla Attia Gasmalla	Stub	1102528472	Sudan	46900000.0	NORTHERN AFRICA
6628	Ibrahim Balandiya	Stub	1055831182	Sudan	46900000.0	NORTHERN AFRICA
6629	Daud Bolad	C	1061629688	Sudan	46900000.0	NORTHERN AFRICA
6630	Ahmed Diraige	C	1103941566	Sudan	46900000.0	NORTHERN AFRICA
6631	Bishop Philip Abbas Ghaboush	Stub	1012661225	Sudan	46900000.0	NORTHERN AFRICA
6632	Zakaria Chol Gideon Gakmar	Stub	1002869856	Sudan	46900000.0	NORTHERN AFRICA
6633	Shartai Jaafar Abdel Hakam	Stub	1105520433	Sudan	46900000.0	NORTHERN AFRICA
6634	Ja'afar Abdul El Hakh	Stub	789974403	Sudan	46900000.0	NORTHERN AFRICA
6635	Osman Kebir	Stub	1025563424	Sudan	46900000.0	NORTHERN AFRICA
6636	George Kongor Arop	Stub	1026498747	Sudan	46900000.0	NORTHERN AFRICA
6637	Saeed Madibo	Stub	894929684	Sudan	46900000.0	NORTHERN AFRICA
6638	Amin Mekki Medani	C	1098277987	Sudan	46900000.0	NORTHERN AFRICA
6639	Jimmy Lemi Milla	Start	1110668092	Sudan	46900000.0	NORTHERN AFRICA
6640	Muhammad Sa'id al-Qaddal	C	1100493448	Sudan	46900000.0	NORTHERN AFRICA
6641	Muhammad Sharif (Kalifa)	Start	1050319332	Sudan	46900000.0	NORTHERN AFRICA
6642	Abdallahi ibn Muhammad	GA	1092462251	Sudan	46900000.0	NORTHERN AFRICA
6643	Abdel Halim Muhammad	Stub	1095715393	Sudan	46900000.0	NORTHERN AFRICA
6644	Abdul-Hamid Musa Kasha	Stub	1073676200	Sudan	46900000.0	NORTHERN AFRICA
6645	Al Taib Mustafa	Start	1106782827	Sudan	46900000.0	NORTHERN AFRICA
6646	Muhammad Nadi Pasha	Start	1073123086	Sudan	46900000.0	NORTHERN AFRICA
6647	Theophilus Ochang	Start	1026899751	Sudan	46900000.0	NORTHERN AFRICA
6648	Salih Mahmoud Osman	Start	986231936	Sudan	46900000.0	NORTHERN AFRICA
6649	Ibrahim El-Salahi	C	1114079134	Sudan	46900000.0	NORTHERN AFRICA
6650	Santino Deng Teng	Start	1033617848	Sudan	46900000.0	NORTHERN AFRICA
6651	Simon Makwac Mayen	Stub	1106184658	Sudan	46900000.0	NORTHERN AFRICA
6652	Eliaba James Surur	Start	1104223419	Sudan	46900000.0	NORTHERN AFRICA
6653	Alhaj Adam Yousef	Stub	1040529764	Sudan	46900000.0	NORTHERN AFRICA
6654	Yusuf al-Ajab	Start	1082923942	Sudan	46900000.0	NORTHERN AFRICA
6655	Ashwin Adhin	C	1110227052	Suriname	600000.0	SOUTH AMERICA
6656	Caprino Alendy	Start	1046386920	Suriname	600000.0	SOUTH AMERICA
6657	Marinus Bee	Start	1044261887	Suriname	600000.0	SOUTH AMERICA
6658	Johannes Brons	Start	1061430025	Suriname	600000.0	SOUTH AMERICA
6659	Angelic Alihusain-del Castilho	Start	972745173	Suriname	600000.0	SOUTH AMERICA
6660	Johannes Cateau van Rosevelt	Start	1074119308	Suriname	600000.0	SOUTH AMERICA
6661	Fred Derby	Start	1109371785	Suriname	600000.0	SOUTH AMERICA
6662	Rashied Doekhi	C	1105642607	Suriname	600000.0	SOUTH AMERICA
6663	David George Findlay	Start	1100754018	Suriname	600000.0	SOUTH AMERICA
6664	Olton van Genderen	C	1061719983	Suriname	600000.0	SOUTH AMERICA
6665	Salikin Hardjo	Start	1068851430	Suriname	600000.0	SOUTH AMERICA
6666	George Hindori	Start	1087130117	Suriname	600000.0	SOUTH AMERICA
6667	Theo Jubitana	C	1098812478	Suriname	600000.0	SOUTH AMERICA
6668	Sylvia Kajoeramari	Start	1112727480	Suriname	600000.0	SOUTH AMERICA
6669	Krishna Mathoera	Start	1110192935	Suriname	600000.0	SOUTH AMERICA
6670	Amar Ramadhin	Stub	1007146722	Suriname	600000.0	SOUTH AMERICA
6671	Sewraam Rambaran Mishre	Start	1110193614	Suriname	600000.0	SOUTH AMERICA
6672	Willy Soemita	Start	1114207932	Suriname	600000.0	SOUTH AMERICA
6673	Wim Bos Verschuur	C	1096953822	Suriname	600000.0	SOUTH AMERICA
6674	Saskia Walden	Start	1112304854	Suriname	600000.0	SOUTH AMERICA
6675	Grace Watamaleo	Start	1112727543	Suriname	600000.0	SOUTH AMERICA
6676	Jozef Weidmann	C	1037459272	Suriname	600000.0	SOUTH AMERICA
6677	Abraham Brodersson	C	1115163994	Sweden	10500000.0	NORTHERN EUROPE
6678	Thoralf Alfsson	Start	1105567274	Sweden	10500000.0	NORTHERN EUROPE
6679	Leila Ali Elmi	Stub	1111882241	Sweden	10500000.0	NORTHERN EUROPE
6680	Bengt Snivil	Stub	1055951113	Sweden	10500000.0	NORTHERN EUROPE
6681	Rudolf Fredrik Berg	Start	1113096827	Sweden	10500000.0	NORTHERN EUROPE
6682	Birger Jarl	GA	1106260454	Sweden	10500000.0	NORTHERN EUROPE
6683	Birger Brosa	Start	1024623646	Sweden	10500000.0	NORTHERN EUROPE
6684	Axel Brusewitz	Stub	1039843620	Sweden	10500000.0	NORTHERN EUROPE
6685	Nils Claëson	Stub	1093435562	Sweden	10500000.0	NORTHERN EUROPE
6686	Petrus Olai Dalekarlus	Stub	1073651332	Sweden	10500000.0	NORTHERN EUROPE
6687	Charles the Deaf	Start	1114537749	Sweden	10500000.0	NORTHERN EUROPE
6688	Christoffer Dulny	Start	1115365930	Sweden	10500000.0	NORTHERN EUROPE
6689	Klas Eklund	Start	941420482	Sweden	10500000.0	NORTHERN EUROPE
6690	Martin Ekström	Start	1065514763	Sweden	10500000.0	NORTHERN EUROPE
6691	Nils Elowsson	Stub	1080015839	Sweden	10500000.0	NORTHERN EUROPE
6692	Folke the Fat	Stub	1101657785	Sweden	10500000.0	NORTHERN EUROPE
6693	Hans Reinhold von Fersen	Stub	1068082355	Sweden	10500000.0	NORTHERN EUROPE
6694	Clas Frietzcky	Stub	963414238	Sweden	10500000.0	NORTHERN EUROPE
6695	Birger Furugård	Start	1016969064	Sweden	10500000.0	NORTHERN EUROPE
6696	Hemming Gadh	Start	1018541199	Sweden	10500000.0	NORTHERN EUROPE
6697	Anders Henriksson (politician)	Stub	1095370812	Sweden	10500000.0	NORTHERN EUROPE
6698	Carl P. Herslow	Stub	1112231330	Sweden	10500000.0	NORTHERN EUROPE
6699	Harald Hjärne	Stub	1085490833	Sweden	10500000.0	NORTHERN EUROPE
6700	Holmger Knutsson	Start	1022950956	Sweden	10500000.0	NORTHERN EUROPE
6701	Ida Karkiainen	Stub	1111922174	Sweden	10500000.0	NORTHERN EUROPE
6702	Albrecht Elof Ihre	Stub	962137372	Sweden	10500000.0	NORTHERN EUROPE
6703	Gustav Kasselstrand	GA	1111499686	Sweden	10500000.0	NORTHERN EUROPE
6704	Mats Kettilmundsson	Start	974588670	Sweden	10500000.0	NORTHERN EUROPE
6705	Per Klarberg	Stub	1067229019	Sweden	10500000.0	NORTHERN EUROPE
6706	Sture Korpi	Stub	1098860122	Sweden	10500000.0	NORTHERN EUROPE
6707	Peeter Luksep	Stub	1067164381	Sweden	10500000.0	NORTHERN EUROPE
6708	Eskil Magnusson	Start	1103368159	Sweden	10500000.0	NORTHERN EUROPE
